fold,lambda,action,f1
1,0.75,list_directory,0.41824440619621345
1,0.75,glob_pattern,0.5774647887323944
1,0.75,edit_file,0.9005328596802842
1,0.75,write_file,0.9116279069767442
1,0.75,apply_patch,0.8222222222222222
1,0.75,run_bash,0.7165991902834008
1,0.75,run_tests,0.6880589163598106
1,0.75,lint_or_typecheck,0.5112781954887218
1,0.75,ask_user,0.5459770114942529
1,0.75,plan_task,0.6139240506329114
1,0.75,web_search,0.4829059829059829
1,0.75,respond_only,0.9912280701754386
1,1.0,read_file,0.46545454545454545
1,1.0,grep_search,0.5644849489091411
1,1.0,list_directory,0.416988416988417
1,1.0,glob_pattern,0.5774647887323944
1,1.0,edit_file,0.9005328596802842
1,1.0,write_file,0.898021308980213
1,1.0,apply_patch,0.8222222222222222
1,1.0,run_bash,0.7103377686796315
1,1.0,run_tests,0.6880589163598106
1,1.0,lint_or_typecheck,0.5112781954887218
1,1.0,ask_user,0.5401742497579864
1,1.0,plan_task,0.609375
1,1.0,web_search,0.4829059829059829
1,1.0,respond_only,0.9912280701754386
1,1.5,read_file,0.46545454545454545
1,1.5,grep_search,0.5644849489091411
1,1.5,list_directory,0.4097103918228279
1,1.5,glob_pattern,0.5774647887323944
1,1.5,edit_file,0.9005328596802842
1,1.5,write_file,0.8345120226308345
1,1.5,apply_patch,0.8222222222222222
1,1.5,run_bash,0.6744309158284807
1,1.5,run_tests,0.6880589163598106
1,1.5,lint_or_typecheck,0.5112781954887218
1,1.5,ask_user,0.5275590551181102
1,1.5,plan_task,0.6069498069498069
1,1.5,web_search,0.4829059829059829
1,1.5,respond_only,0.9912280701754386
1,2.0,read_file,0.46545454545454545
1,2.0,grep_search,0.5644849489091411
1,2.0,list_directory,0.4066213921901528
1,2.0,glob_pattern,0.5774647887323944
1,2.0,edit_file,0.9005328596802842
1,2.0,write_file,0.7554417413572343
1,2.0,apply_patch,0.8222222222222222
1,2.0,run_bash,0.6390728476821192
1,2.0,run_tests,0.6880589163598106
1,2.0,lint_or_typecheck,0.5112781954887218
1,2.0,ask_user,0.5280788177339901
1,2.0,plan_task,0.6088303640588691
1,2.0,web_search,0.4829059829059829
1,2.0,respond_only,0.9912280701754386
2,0.0,read_file,0.48613948059527284
2,0.0,grep_search,0.5768817204301075
2,0.0,list_directory,0.4354995150339476
2,0.0,glob_pattern,0.5683890577507599
2,0.0,edit_file,0.9012237762237763
2,0.0,write_file,0.9576547231270358
2,0.0,apply_patch,0.794425087108014
2,0.0,run_bash,0.7467312348668281
2,0.0,run_tests,0.6892109500805152
2,0.0,lint_or_typecheck,0.5470653377630121
2,0.0,ask_user,0.5591985428051002
2,0.0,plan_task,0.5657657657657658
2,0.0,web_search,0.48140900195694714
2,0.0,respond_only,0.9990328820116054
2,0.125,read_file,0.4823074635741897
2,0.125,grep_search,0.5764546684709067
2,0.125,list_directory,0.4423877834335956
2,0.125,glob_pattern,0.5690973992860785
2,0.125,edit_file,0.900415845918144
2,0.125,write_file,0.9529983792544571
2,0.125,apply_patch,0.794425087108014
2,0.125,run_bash,0.7486631016042781
2,0.125,run_tests,0.6892109500805152
2,0.125,lint_or_typecheck,0.5470653377630121
2,0.125,ask_user,0.5619834710743802
2,0.125,plan_task,0.5659050966608085
2,0.125,web_search,0.48520710059171596
2,0.125,respond_only,0.9990328820116054
2,0.25,read_file,0.4755582377791189
2,0.25,grep_search,0.5767769940314704
2,0.25,list_directory,0.4477211796246649
2,0.25,glob_pattern,0.5705521472392638
2,0.25,edit_file,0.8974753018660813
2,0.25,write_file,0.937799043062201
2,0.25,apply_patch,0.794425087108014
2,0.25,run_bash,0.7508565834557024
2,0.25,run_tests,0.6892109500805152
2,0.25,lint_or_typecheck,0.5470653377630121
2,0.25,ask_user,0.5655813953488372
2,0.25,plan_task,0.5734024179620034
2,0.25,web_search,0.48616600790513836
2,0.25,respond_only,0.9985486211901307
2,0.5,read_file,0.47202690308774076
2,0.5,grep_search,0.5774035850081477
2,0.5,list_directory,0.4447334200260078
2,0.5,glob_pattern,0.5711361310133061
2,0.5,edit_file,0.8922737306843267
2,0.5,write_file,0.9116279069767442
2,0.5,apply_patch,0.794425087108014
2,0.5,run_bash,0.7523387493845396
2,0.5,run_tests,0.6892109500805152
2,0.5,lint_or_typecheck,0.5470653377630121
2,0.5,ask_user,0.5546058879392213
2,0.5,plan_task,0.5745577085088458
2,0.5,web_search,0.48616600790513836
2,0.5,respond_only,0.9946576007770762
2,0.75,read_file,0.4719926538108356
2,0.75,grep_search,0.5774035850081477
2,0.75,list_directory,0.4411006018916595
2,0.75,glob_pattern,0.5711361310133061
2,0.75,edit_file,0.8922737306843267
2,0.75,write_file,0.8963414634146342
2,0.75,apply_patch,0.794425087108014
2,0.75,run_bash,0.7458975634012929
2,0.75,run_tests,0.6892109500805152
2,0.75,lint_or_typecheck,0.5470653377630121
2,0.75,ask_user,0.5452775073028238
2,0.75,plan_task,0.582716049382716
2,0.75,web_search,0.48616600790513836
2,0.75,respond_only,0.9907362262311068
2,1.0,read_file,0.4719926538108356
2,1.0,grep_search,0.5774035850081477
2,1.0,list_directory,0.4392123287671233
2,1.0,glob_pattern,0.5711361310133061
2,1.0,edit_file,0.8922737306843267
2,1.0,write_file,0.8776119402985074
2,1.0,apply_patch,0.794425087108014
2,1.0,run_bash,0.7386934673366834
2,1.0,run_tests,0.6892109500805152
2,1.0,lint_or_typecheck,0.5470653377630121
2,1.0,ask_user,0.5412935323383085
2,1.0,plan_task,0.5883306320907618
2,1.0,web_search,0.48616600790513836
2,1.0,respond_only,0.9907362262311068
2,1.5,read_file,0.4719926538108356
2,1.5,grep_search,0.5774035850081477
2,1.5,list_directory,0.4338266384778013
2,1.5,glob_pattern,0.5711361310133061
2,1.5,edit_file,0.8922737306843267
2,1.5,write_file,0.8189415041782729
2,1.5,apply_patch,0.794425087108014
2,1.5,run_bash,0.6995280545359203
2,1.5,run_tests,0.6892109500805152
2,1.5,lint_or_typecheck,0.5470653377630121
2,1.5,ask_user,0.5264227642276422
2,1.5,plan_task,0.5868358445678034
2,1.5,web_search,0.48616600790513836
2,1.5,respond_only,0.9907362262311068
2,2.0,read_file,0.4719926538108356
2,2.0,grep_search,0.5774035850081477
2,2.0,list_directory,0.4297104490138481
2,2.0,glob_pattern,0.5711361310133061
2,2.0,edit_file,0.8922737306843267
2,2.0,write_file,0.7414880201765448
2,2.0,apply_patch,0.794425087108014
2,2.0,run_bash,0.6542261251372119
2,2.0,run_tests,0.6892109500805152
2,2.0,lint_or_typecheck,0.5470653377630121
2,2.0,ask_user,0.5244897959183673
2,2.0,plan_task,0.5902943516308672
2,2.0,web_search,0.48616600790513836
2,2.0,respond_only,0.9907362262311068
3,0.0,read_file,0.47532314923619273
3,0.0,grep_search,0.5615260612573885
3,0.0,list_directory,0.40540540540540543
3,0.0,glob_pattern,0.582591493570722
3,0.0,edit_file,0.9034952736865245
3,0.0,write_file,0.9576547231270358
3,0.0,apply_patch,0.7987835783071465
3,0.0,run_bash,0.7447864945382324
3,0.0,run_tests,0.6911764705882353
3,0.0,lint_or_typecheck,0.5408942202835333
3,0.0,ask_user,0.5400372439478585
3,0.0,plan_task,0.5907099035933392
3,0.0,web_search,0.4798464491362764
3,0.0,respond_only,0.9985528219971056
3,0.125,read_file,0.47324113048707156
3,0.125,grep_search,0.561584373304395
3,0.125,list_directory,0.42138649750792934
3,0.125,glob_pattern,0.5843703334992534
3,0.125,edit_file,0.9023153252480706
3,0.125,write_file,0.9468599033816425
3,0.125,apply_patch,0.7987835783071465
3,0.125,run_bash,0.7451371571072319
3,0.125,run_tests,0.6911764705882353
3,0.125,lint_or_typecheck,0.5408942202835333
3,0.125,ask_user,0.5386064030131826
3,0.125,plan_task,0.5945017182130584
3,0.125,web_search,0.4826254826254826
3,0.125,respond_only,0.9985528219971056
3,0.25,read_file,0.46990881458966566
3,0.25,grep_search,0.5618710905629589
3,0.25,list_directory,0.42504409171075835
3,0.25,glob_pattern,0.5857071464267866
3,0.25,edit_file,0.8986725663716815
3,0.25,write_file,0.9318541996830428
3,0.25,apply_patch,0.7987835783071465
3,0.25,run_bash,0.7467467467467468
3,0.25,run_tests,0.6911764705882353
3,0.25,lint_or_typecheck,0.5408942202835333
3,0.25,ask_user,0.539047619047619
3,0.25,plan_task,0.5957805907172996
3,0.25,web_search,0.4834307992202729
3,0.25,respond_only,0.9985528219971056
3,0.5,read_file,0.46508766533374346
3,0.5,grep_search,0.5621768707482994
3,0.5,list_directory,0.4257510729613734
3,0.5,glob_pattern,0.5862931465732867
3,0.5,edit_file,0.8935318959768838
3,0.5,write_file,0.9046153846153846
3,0.5,apply_patch,0.7987835783071465
3,0.5,run_bash,0.7472194135490394
3,0.5,run_tests,0.6911764705882353
3,0.5,lint_or_typecheck,0.5408942202835333
3,0.5,ask_user,0.5299806576402321
3,0.5,plan_task,0.5922249793217536
3,0.5,web_search,0.484375
3,0.5,respond_only,0.9966167230546158
3,0.75,read_file,0.46537396121883656
3,0.75,grep_search,0.5621768707482994
3,0.75,list_directory,0.42442356959863364
3,0.75,glob_pattern,0.5862931465732867
3,0.75,edit_file,0.8935318959768838
3,0.75,write_file,0.8789237668161435
3,0.75,apply_patch,0.7987835783071465
3,0.75,run_bash,0.738886050076648
3,0.75,run_tests,0.6911764705882353
3,0.75,lint_or_typecheck,0.5393013100436681
3,0.75,ask_user,0.5275590551181102
3,0.75,plan_task,0.5944625407166124
3,0.75,web_search,0.484375
3,0.75,respond_only,0.992721979621543
3,1.0,read_file,0.46537396121883656
3,1.0,grep_search,0.5621768707482994
3,1.0,list_directory,0.4206517139229793
3,1.0,glob_pattern,0.5862931465732867
3,1.0,edit_file,0.8935318959768838
3,1.0,write_file,0.8685376661742984
3,1.0,apply_patch,0.7987835783071465
3,1.0,run_bash,0.7282157676348547
3,1.0,run_tests,0.6911764705882353
3,1.0,lint_or_typecheck,0.5393013100436681
3,1.0,ask_user,0.5204386839481555
3,1.0,plan_task,0.5958132045088567
3,1.0,web_search,0.484375
3,1.0,respond_only,0.9922330097087378
3,1.5,read_file,0.46537396121883656
3,1.5,grep_search,0.5621768707482994
3,1.5,list_directory,0.4143692564745196
3,1.5,glob_pattern,0.5862931465732867
3,1.5,edit_file,0.8935318959768838
3,1.5,write_file,0.8223776223776224
3,1.5,apply_patch,0.7987835783071465
3,1.5,run_bash,0.6828741220961643
3,1.5,run_tests,0.6911764705882353
3,1.5,lint_or_typecheck,0.5393013100436681
3,1.5,ask_user,0.5075834175935288
3,1.5,plan_task,0.5854430379746836
3,1.5,web_search,0.484375
3,1.5,respond_only,0.9922330097087378
3,2.0,read_file,0.46537396121883656
3,2.0,grep_search,0.5621768707482994
3,2.0,list_directory,0.40869201838696195
3,2.0,glob_pattern,0.5862931465732867
3,2.0,edit_file,0.8935318959768838
3,2.0,write_file,0.7567567567567568
3,2.0,apply_patch,0.7987835783071465
3,2.0,run_bash,0.6439351593068754
3,2.0,run_tests,0.6911764705882353
3,2.0,lint_or_typecheck,0.5393013100436681
3,2.0,ask_user,0.5080971659919028
3,2.0,plan_task,0.5829383886255924
3,2.0,web_search,0.484375
3,2.0,respond_only,0.9922330097087378
4,0.0,read_file,0.48289855072463767
4,0.0,grep_search,0.5665419561731694
4,0.0,list_directory,0.4226044226044226
4,0.0,glob_pattern,0.5654345654345654
4,0.0,edit_file,0.9020561574176431
4,0.0,write_file,0.9623567921440261
4,0.0,apply_patch,0.796812749003984
4,0.0,run_bash,0.7378351539225422
4,0.0,run_tests,0.7033898305084746
4,0.0,lint_or_typecheck,0.5393013100436681
4,0.0,ask_user,0.5268915223336372
4,0.0,plan_task,0.554561717352415
4,0.0,web_search,0.5239005736137667
4,0.0,respond_only,0.9995176073323685
4,0.125,read_file,0.4762746831712349
4,0.125,grep_search,0.5670518677774792
4,0.125,list_directory,0.43790849673202614
4,0.125,glob_pattern,0.5682619647355164
4,0.125,edit_file,0.9006211180124224
4,0.125,write_file,0.9514563106796117
4,0.125,apply_patch,0.796812749003984
4,0.125,run_bash,0.7388916625062406
4,0.125,run_tests,0.7037625861155273
4,0.125,lint_or_typecheck,0.5388828039430449
4,0.125,ask_user,0.5290322580645161
4,0.125,plan_task,0.5564304461942258
4,0.125,web_search,0.525911708253359
4,0.125,respond_only,0.9995176073323685
4,0.25,read_file,0.470131421744325
4,0.25,grep_search,0.5681206246634356
4,0.25,list_directory,0.43831902394939
4,0.25,glob_pattern,0.5688259109311741
4,0.25,edit_file,0.8966592427616926
4,0.25,write_file,0.9408
4,0.25,apply_patch,0.796812749003984
4,0.25,run_bash,0.7393696848424212
4,0.25,run_tests,0.7037625861155273
4,0.25,lint_or_typecheck,0.535675082327113
4,0.25,ask_user,0.5257249766136576
4,0.25,plan_task,0.565068493150685
4,0.25,web_search,0.5279383429672447
4,0.25,respond_only,0.9995176073323685
4,0.5,read_file,0.46353224834237494
4,0.5,grep_search,0.5678879310344828
4,0.5,list_directory,0.43221830985915494
4,0.5,glob_pattern,0.5691139240506329
4,0.5,edit_file,0.891674127126231
4,0.5,write_file,0.9230769230769231
4,0.5,apply_patch,0.796812749003984
4,0.5,run_bash,0.7382278481012658
4,0.5,run_tests,0.7037625861155273
4,0.5,lint_or_typecheck,0.535675082327113
4,0.5,ask_user,0.5204957102001907
4,0.5,plan_task,0.5692821368948247
4,0.5,web_search,0.528957528957529
4,0.5,respond_only,0.999034749034749
4,0.75,read_file,0.46362813160277694
4,0.75,grep_search,0.5678879310344828
4,0.75,list_directory,0.4325032765399738
4,0.75,glob_pattern,0.569402228976697
4,0.75,edit_file,0.8911777877295118
4,0.75,write_file,0.8936170212765957
4,0.75,apply_patch,0.796812749003984
4,0.75,run_bash,0.7341513292433538
4,0.75,run_tests,0.7037625861155273
4,0.75,lint_or_typecheck,0.5340659340659341
4,0.75,ask_user,0.5165692007797271
4,0.75,plan_task,0.5774877650897227
4,0.75,web_search,0.528957528957529
4,0.75,respond_only,0.9917355371900827
4,1.0,read_file,0.46316425120772947
4,1.0,grep_search,0.5678879310344828
4,1.0,list_directory,0.4302477183833116
4,1.0,glob_pattern,0.569402228976697
4,1.0,edit_file,0.8911777877295118
4,1.0,write_file,0.8672566371681416
4,1.0,apply_patch,0.796812749003984
4,1.0,run_bash,0.7258566978193146
4,1.0,run_tests,0.7037625861155273
4,1.0,lint_or_typecheck,0.5340659340659341
4,1.0,ask_user,0.5132743362831859
4,1.0,plan_task,0.5818476499189628
4,1.0,web_search,0.528957528957529
4,1.0,respond_only,0.9917355371900827
4,1.5,read_file,0.46316425120772947
4,1.5,grep_search,0.5678879310344828
4,1.5,list_directory,0.4251082251082251
4,1.5,glob_pattern,0.569402228976697
4,1.5,edit_file,0.8911777877295118
4,1.5,write_file,0.7913862718707941
4,1.5,apply_patch,0.796812749003984
4,1.5,run_bash,0.6879049676025918
4,1.5,run_tests,0.7037625861155273
4,1.5,lint_or_typecheck,0.5340659340659341
4,1.5,ask_user,0.5045045045045045
4,1.5,plan_task,0.5798722044728435
4,1.5,web_search,0.528957528957529
4,1.5,respond_only,0.9917355371900827
4,2.0,read_file,0.46316425120772947
4,2.0,grep_search,0.5678879310344828
4,2.0,list_directory,0.42440087145969496
4,2.0,glob_pattern,0.569402228976697
4,2.0,edit_file,0.8911777877295118
4,2.0,write_file,0.7110036275695284
4,2.0,apply_patch,0.796812749003984
4,2.0,run_bash,0.64
4,2.0,run_tests,0.7037625861155273
4,2.0,lint_or_typecheck,0.5340659340659341
4,2.0,ask_user,0.5015045135406219
4,2.0,plan_task,0.5736925515055468
4,2.0,web_search,0.528957528957529
4,2.0,respond_only,0.9917355371900827
5,0.0,read_file,0.5012905075996559
5,0.0,grep_search,0.5763358778625954
5,0.0,list_directory,0.41065375302663437
5,0.0,glob_pattern,0.5731402895656516
5,0.0,edit_file,0.9061332160914487
5,0.0,write_file,0.9419354838709677
5,0.0,apply_patch,0.8062248995983936
5,0.0,run_bash,0.7370517928286853
5,0.0,run_tests,0.7154811715481172
5,0.0,lint_or_typecheck,0.4988814317673378
5,0.0,ask_user,0.5433526011560693
5,0.0,plan_task,0.5865970409051349
5,0.0,web_search,0.5294117647058824
5,0.0,respond_only,0.9985514244326412
5,0.125,read_file,0.498978698570178
5,0.125,grep_search,0.5748009881965414
5,0.125,list_directory,0.42298850574712643
5,0.125,glob_pattern,0.5760322255790534
5,0.125,edit_file,0.9048458149779736
5,0.125,write_file,0.9331210191082803
5,0.125,apply_patch,0.8062248995983936
5,0.125,run_bash,0.7386306846576711
5,0.125,run_tests,0.7158555729984302
5,0.125,lint_or_typecheck,0.49887640449438203
5,0.125,ask_user,0.5419103313840156
5,0.125,plan_task,0.5979557069846678
5,0.125,web_search,0.5373134328358209
5,0.125,respond_only,0.9985514244326412
5,0.25,read_file,0.49377593360995853
5,0.25,grep_search,0.5723720418271877
5,0.25,list_directory,0.41955555555555557
5,0.25,glob_pattern,0.5750378979282466
5,0.25,edit_file,0.9019001325673884
5,0.25,write_file,0.9228346456692913
5,0.25,apply_patch,0.8062248995983936
5,0.25,run_bash,0.7378446115288221
5,0.25,run_tests,0.7158555729984302
5,0.25,lint_or_typecheck,0.49887640449438203
5,0.25,ask_user,0.5391476709613479
5,0.25,plan_task,0.6010016694490818
5,0.25,web_search,0.5373134328358209
5,0.25,respond_only,0.9985514244326412
5,0.5,read_file,0.4922248803827751
5,0.5,grep_search,0.5726872246696035
5,0.5,list_directory,0.42068665797479354
5,0.5,glob_pattern,0.5743174924165824
5,0.5,edit_file,0.8981584202351897
5,0.5,write_file,0.9071207430340558
5,0.5,apply_patch,0.8062248995983936
5,0.5,run_bash,0.7370015143866734
5,0.5,run_tests,0.7158555729984302
5,0.5,lint_or_typecheck,0.49887640449438203
5,0.5,ask_user,0.5317220543806647
5,0.5,plan_task,0.5998370008149959
5,0.5,web_search,0.5393258426966292
5,0.5,respond_only,0.9951550387596899
5,0.75,read_file,0.4922062350119904
5,0.75,grep_search,0.5726872246696035
5,0.75,list_directory,0.4199227136109918
5,0.75,glob_pattern,0.5743174924165824
5,0.75,edit_file,0.8979138925876609
5,0.75,write_file,0.8932926829268293
5,0.75,apply_patch,0.8062248995983936
5,0.75,run_bash,0.7296882984159427
5,0.75,run_tests,0.7158555729984302
5,0.75,lint_or_typecheck,0.49887640449438203
5,0.75,ask_user,0.5267489711934157
5,0.75,plan_task,0.6049481245011972
5,0.75,web_search,0.5393258426966292
5,0.75,respond_only,0.9902629016553067
5,1.0,read_file,0.4922062350119904
5,1.0,grep_search,0.5726872246696035
5,1.0,list_directory,0.41723549488054607
5,1.0,glob_pattern,0.5743174924165824
5,1.0,edit_file,0.8979138925876609
5,1.0,write_file,0.8759342301943199
5,1.0,apply_patch,0.8062248995983936
5,1.0,run_bash,0.7174701918092276
5,1.0,run_tests,0.7158555729984302
5,1.0,lint_or_typecheck,0.49887640449438203
5,1.0,ask_user,0.5145833333333333
5,1.0,plan_task,0.6023715415019762
5,1.0,web_search,0.5393258426966292
5,1.0,respond_only,0.9902629016553067
5,1.5,read_file,0.4917541229385307
5,1.5,grep_search,0.5726872246696035
5,1.5,list_directory,0.40995360607338677
5,1.5,glob_pattern,0.5743174924165824
5,1.5,edit_file,0.8979138925876609
5,1.5,write_file,0.8312056737588652
5,1.5,apply_patch,0.8062248995983936
5,1.5,run_bash,0.684887459807074
5,1.5,run_tests,0.7158555729984302
5,1.5,lint_or_typecheck,0.49887640449438203
5,1.5,ask_user,0.4989384288747346
5,1.5,plan_task,0.6012461059190031
5,1.5,web_search,0.5393258426966292
5,1.5,respond_only,0.9902629016553067
5,2.0,read_file,0.4917541229385307
5,2.0,grep_search,0.5726872246696035
5,2.0,list_directory,0.40709459459459457
5,2.0,glob_pattern,0.5743174924165824
5,2.0,edit_file,0.8979138925876609
5,2.0,write_file,0.7484035759897829
5,2.0,apply_patch,0.8062248995983936
5,2.0,run_bash,0.6420581655480985
5,2.0,run_tests,0.7158555729984302
5,2.0,lint_or_typecheck,0.49887640449438203
5,2.0,ask_user,0.4957446808510638
5,2.0,plan_task,0.5989138867339022
5,2.0,web_search,0.5393258426966292
5,2.0,respond_only,0.9902629016553067
