id,y_true,blend_pred,meta_pred,meta_conf,lin_pred,stk_pred,enc_pred
sess_sim_20260522_043340-step_06,grep_search,grep_search,lint_or_typecheck,0.2718737359819472,grep_search,glob_pattern,grep_search
sess_sim_20260522_016897-step_02,read_file,list_directory,list_directory,0.36647557813132065,list_directory,list_directory,list_directory
sess_sim_20260522_043907-step_05,read_file,grep_search,glob_pattern,0.3083200265066363,grep_search,grep_search,grep_search
sess_sim_20260522_025986-step_04,grep_search,grep_search,list_directory,0.3877100993136162,run_tests,grep_search,grep_search
sess_sim_20260522_025738-step_03,run_bash,run_bash,edit_file,0.20818604727206133,list_directory,run_bash,run_bash
sess_sim_20260522_021557-step_06,edit_file,edit_file,edit_file,0.6318918990431561,edit_file,edit_file,edit_file
sess_sim_20260522_044454-step_02,apply_patch,apply_patch,edit_file,0.7236742449132071,apply_patch,apply_patch,apply_patch
sess_sim_20260522_005243-step_14,respond_only,respond_only,respond_only,0.7394162196162712,respond_only,respond_only,respond_only
sess_sim_20260522_042571-step_04,glob_pattern,glob_pattern,glob_pattern,0.4494423546511465,read_file,read_file,glob_pattern
sess_sim_20260522_010866-step_06,edit_file,edit_file,apply_patch,0.47236855621063795,edit_file,edit_file,edit_file
sess_sim_20260522_021933-step_05,edit_file,edit_file,apply_patch,0.4803510697037449,edit_file,edit_file,edit_file
sess_sim_20260522_007981-step_03,ask_user,ask_user,web_search,0.1900229343592208,ask_user,ask_user,ask_user
sess_sim_20260522_001715-step_03,grep_search,grep_search,glob_pattern,0.27438979570364347,grep_search,grep_search,grep_search
sess_sim_20260522_043683-step_07,run_bash,lint_or_typecheck,lint_or_typecheck,0.3671383176620441,run_tests,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_038980-step_01,plan_task,plan_task,plan_task,0.38019925535635263,plan_task,plan_task,plan_task
sess_sim_20260522_016544-step_12,read_file,read_file,grep_search,0.3633882867879426,read_file,read_file,read_file
sess_sim_20260522_032169-step_02,list_directory,read_file,list_directory,0.3129677322796925,edit_file,read_file,read_file
sess_sim_20260522_008342-step_04,edit_file,edit_file,edit_file,0.2679313278289295,edit_file,edit_file,edit_file
sess_sim_20260522_030698-step_09,grep_search,grep_search,glob_pattern,0.469782986794743,grep_search,grep_search,grep_search
sess_sim_20260522_004420-step_10,read_file,read_file,glob_pattern,0.3916408033838916,lint_or_typecheck,lint_or_typecheck,read_file
sess_sim_20260522_044128-step_10,ask_user,web_search,glob_pattern,0.21147866387543857,ask_user,ask_user,web_search
sess_sim_20260522_004721-step_11,glob_pattern,read_file,grep_search,0.3360496611811643,read_file,glob_pattern,read_file
sess_sim_20260522_022762-step_06,respond_only,respond_only,respond_only,0.8667562970870741,respond_only,respond_only,respond_only
sess_sim_20260522_026203-step_06,edit_file,edit_file,apply_patch,0.4741187133199972,edit_file,edit_file,edit_file
sess_sim_20260522_025579-step_02,glob_pattern,list_directory,list_directory,0.41787182293765057,plan_task,list_directory,list_directory
sess_sim_20260522_035737-step_06,grep_search,glob_pattern,glob_pattern,0.4888043064934984,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_016544-step_07,run_bash,run_bash,run_bash,0.4537071163266884,run_tests,run_bash,lint_or_typecheck
sess_sim_20260522_039044-step_04,edit_file,edit_file,write_file,0.5250057483104286,grep_search,grep_search,edit_file
sess_sim_20260522_011620-step_10,edit_file,edit_file,edit_file,0.6075020207034201,edit_file,edit_file,apply_patch
sess_sim_20260522_045808-step_05,apply_patch,apply_patch,apply_patch,0.3848448502491425,apply_patch,apply_patch,apply_patch
sess_sim_20260522_026303-step_13,edit_file,apply_patch,apply_patch,0.5262135036563073,edit_file,edit_file,apply_patch
sess_sim_20260522_020361-step_08,edit_file,edit_file,apply_patch,0.5564980347089757,edit_file,edit_file,edit_file
sess_sim_20260522_010187-step_02,plan_task,plan_task,edit_file,0.34280229778518445,web_search,plan_task,plan_task
sess_sim_20260522_007754-step_17,respond_only,respond_only,respond_only,0.9404709456330607,respond_only,respond_only,respond_only
sess_sim_20260522_039151-step_03,ask_user,ask_user,ask_user,0.2528060427951277,ask_user,ask_user,ask_user
sess_sim_20260522_030042-step_04,edit_file,edit_file,edit_file,0.5166760426300452,edit_file,edit_file,edit_file
sess_sim_20260522_013293-step_01,grep_search,list_directory,list_directory,0.48571225062296886,list_directory,list_directory,list_directory
sess_sim_20260522_028103-step_01,respond_only,respond_only,write_file,0.9475931126605232,respond_only,respond_only,respond_only
sess_sim_20260522_007124-step_06,glob_pattern,glob_pattern,glob_pattern,0.5592806800266366,glob_pattern,glob_pattern,list_directory
sess_sim_20260522_033669-step_03,glob_pattern,read_file,glob_pattern,0.5777362013090597,glob_pattern,list_directory,read_file
sess_sim_20260522_026679-step_04,grep_search,grep_search,glob_pattern,0.30624973478629985,grep_search,grep_search,grep_search
sess_sim_20260522_028592-step_01,list_directory,list_directory,list_directory,0.4941666501403305,list_directory,list_directory,list_directory
sess_sim_20260522_017642-step_04,apply_patch,apply_patch,edit_file,0.29857117242292175,apply_patch,apply_patch,apply_patch
sess_sim_20260522_046734-step_07,lint_or_typecheck,lint_or_typecheck,run_tests,0.38098535110106435,run_bash,lint_or_typecheck,lint_or_typecheck
sess_sim_20260522_007528-step_05,edit_file,edit_file,edit_file,0.4902966040739857,edit_file,edit_file,edit_file
sess_sim_20260522_036847-step_01,read_file,list_directory,list_directory,0.4809601642706959,list_directory,list_directory,list_directory
sess_sim_20260522_003823-step_01,plan_task,plan_task,plan_task,0.5265034017188897,plan_task,plan_task,plan_task
sess_au_666910_012-step_04,read_file,glob_pattern,ask_user,0.31446141650615955,glob_pattern,read_file,glob_pattern
sess_au_572405_000-step_07,respond_only,respond_only,respond_only,0.973316511477262,respond_only,respond_only,respond_only
sess_sim_20260522_024356-step_13,glob_pattern,glob_pattern,glob_pattern,0.43418459814508814,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_009402-step_07,grep_search,grep_search,glob_pattern,0.3404210047877455,grep_search,grep_search,grep_search
sess_au_024495_009-step_01,read_file,list_directory,list_directory,0.37446313269236486,read_file,read_file,list_directory
sess_sim_20260522_030184-step_07,respond_only,respond_only,respond_only,0.8825547932150645,respond_only,respond_only,respond_only
sess_sim_20260522_029548-step_04,edit_file,edit_file,edit_file,0.379113140788213,edit_file,edit_file,edit_file
sess_sim_20260522_015107-step_05,apply_patch,apply_patch,edit_file,0.4776284519302867,apply_patch,apply_patch,apply_patch
sess_sim_20260522_003325-step_02,read_file,read_file,list_directory,0.4600483886757152,list_directory,read_file,read_file
sess_sim_20260522_014581-step_01,grep_search,list_directory,list_directory,0.5380746178423734,list_directory,list_directory,list_directory
sess_sim_20260522_012051-step_05,grep_search,grep_search,grep_search,0.1828302026480877,grep_search,grep_search,grep_search
sess_sim_20260522_018619-step_03,grep_search,read_file,read_file,0.4708744885472986,read_file,grep_search,read_file
sess_sim_20260522_004167-step_03,edit_file,edit_file,edit_file,0.42538924976688447,edit_file,edit_file,edit_file
sess_sim_20260522_007150-step_06,edit_file,edit_file,apply_patch,0.5582118173414687,edit_file,edit_file,edit_file
sess_sim_20260522_030945-step_01,run_bash,run_bash,run_bash,0.4531369640883372,run_bash,run_bash,run_bash
sess_sim_20260522_035458-step_05,read_file,grep_search,grep_search,0.380593252320857,ask_user,grep_search,read_file
sess_sim_20260522_039615-step_05,run_tests,run_tests,ask_user,0.2975234197043154,run_tests,lint_or_typecheck,run_tests
sess_sim_20260522_037930-step_03,read_file,read_file,list_directory,0.357461959165876,read_file,read_file,read_file
sess_sim_20260522_011363-step_02,read_file,read_file,read_file,0.2720666749537652,read_file,read_file,read_file
sess_sim_20260522_017086-step_04,glob_pattern,glob_pattern,glob_pattern,0.3221805200613617,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_037930-step_04,read_file,read_file,grep_search,0.20129272626673422,read_file,read_file,read_file
sess_sim_20260522_025367-step_03,edit_file,edit_file,edit_file,0.7379221076462653,edit_file,edit_file,edit_file
sess_sim_20260522_031082-step_01,write_file,write_file,write_file,0.9508420337584957,write_file,write_file,write_file
sess_sim_20260522_042143-step_02,read_file,list_directory,list_directory,0.4494698986794758,read_file,list_directory,list_directory
sess_sim_20260522_030066-step_06,grep_search,grep_search,grep_search,0.2856334038229743,grep_search,grep_search,grep_search
sess_sim_20260522_001431-step_09,grep_search,grep_search,grep_search,0.3764431129763082,grep_search,grep_search,grep_search
sess_sim_20260522_011031-step_03,grep_search,grep_search,glob_pattern,0.17337986615055934,grep_search,grep_search,grep_search
sess_au_213847_004-step_04,edit_file,edit_file,edit_file,0.5798756578777666,edit_file,edit_file,edit_file
sess_sim_20260522_015838-step_07,apply_patch,edit_file,apply_patch,0.721729873531536,apply_patch,apply_patch,edit_file
sess_sim_20260522_011991-step_06,web_search,web_search,lint_or_typecheck,0.26642556451172744,web_search,web_search,plan_task
sess_au_079217_001-step_03,edit_file,edit_file,write_file,0.5632627155334714,edit_file,edit_file,edit_file
sess_sim_20260522_004607-step_08,run_tests,run_tests,run_tests,0.37610947850525195,run_tests,run_tests,run_tests
sess_sim_20260522_000844-step_06,plan_task,ask_user,ask_user,0.2203985664291321,plan_task,plan_task,ask_user
sess_sim_20260522_031383-step_03,grep_search,read_file,read_file,0.35564817172265056,read_file,read_file,read_file
sess_sim_20260522_018026-step_06,apply_patch,apply_patch,apply_patch,0.5441703809032872,apply_patch,apply_patch,apply_patch
sess_sim_20260522_016363-step_03,read_file,read_file,read_file,0.2918005726985489,read_file,read_file,list_directory
sess_sim_20260522_001919-step_05,run_tests,run_tests,grep_search,0.19015065273962842,run_tests,run_tests,run_tests
sess_sim_20260522_042944-step_04,edit_file,edit_file,edit_file,0.5678727032881574,edit_file,edit_file,edit_file
sess_sim_20260522_000568-step_04,glob_pattern,glob_pattern,glob_pattern,0.3836096284651792,glob_pattern,glob_pattern,glob_pattern
sess_sim_20260522_029149-step_15,respond_only,respond_only,respond_only,0.9976739450607033,respond_only,respond_only,respond_only
sess_sim_20260522_019879-step_03,grep_search,grep_search,grep_search,0.19748075631452316,grep_search,grep_search,grep_search
sess_sim_20260522_026333-step_06,edit_file,edit_file,edit_file,0.36337103582123204,edit_file,edit_file,edit_file
sess_sim_20260522_031031-step_12,glob_pattern,grep_search,web_search,0.33851459215594426,read_file,glob_pattern,grep_search
sess_sim_20260522_014299-step_03,run_tests,run_tests,run_bash,0.32145532841957514,run_tests,run_tests,run_tests
sess_sim_20260522_012111-step_07,respond_only,respond_only,respond_only,0.9740031842530995,respond_only,respond_only,respond_only
sess_sim_20260522_027895-step_07,ask_user,ask_user,web_search,0.28143684804753294,ask_user,ask_user,ask_user
sess_sim_20260522_004829-step_01,read_file,list_directory,list_directory,0.5955036926644601,list_directory,list_directory,list_directory
sess_sim_20260522_022018-step_05,respond_only,respond_only,respond_only,0.4643887634679557,respond_only,respond_only,respond_only
sess_sim_20260522_037871-step_10,apply_patch,apply_patch,apply_patch,0.7851812799444936,edit_file,edit_file,apply_patch
sess_sim_20260522_017086-step_01,list_directory,list_directory,list_directory,0.4823653936408539,list_directory,list_directory,list_directory
sess_sim_20260522_041908-step_03,respond_only,respond_only,respond_only,0.8830588535141614,respond_only,respond_only,respond_only
sess_sim_20260522_029625-step_10,run_tests,run_tests,run_tests,0.3634718079254738,run_tests,run_tests,run_tests
sess_sim_20260522_035898-step_15,run_bash,run_tests,run_tests,0.36722181323254166,run_tests,run_tests,run_bash
sess_sim_20260522_020908-step_01,plan_task,plan_task,plan_task,0.42302792722439514,plan_task,plan_task,plan_task
sess_sim_20260522_025367-step_04,run_tests,run_tests,run_bash,0.2276254468830668,run_tests,run_tests,run_tests
sess_sim_20260522_039151-step_04,list_directory,list_directory,read_file,0.29079051891638624,read_file,list_directory,read_file
sess_sim_20260522_026313-step_07,run_tests,lint_or_typecheck,grep_search,0.41236567190063445,run_tests,run_tests,lint_or_typecheck
sess_sim_20260522_040490-step_01,read_file,list_directory,list_directory,0.4633810606535087,list_directory,list_directory,list_directory
sess_sim_20260522_037456-step_06,lint_or_typecheck,lint_or_typecheck,lint_or_typecheck,0.2604047908213588,run_tests,run_tests,lint_or_typecheck
sess_sim_20260522_000605-step_01,write_file,write_file,write_file,0.9566925280200924,write_file,write_file,write_file
sess_sim_20260522_040625-step_04,grep_search,grep_search,glob_pattern,0.34664670688100685,grep_search,grep_search,grep_search
sess_sim_20260522_007411-step_09,respond_only,respond_only,respond_only,0.992299387265198,respond_only,respond_only,respond_only
sess_sim_20260522_047427-step_05,apply_patch,edit_file,edit_file,0.3001898369101085,edit_file,edit_file,edit_file
sess_sim_20260522_012823-step_01,run_bash,run_bash,run_bash,0.4424073950674314,run_bash,run_bash,run_bash
sess_sim_20260522_033407-step_09,web_search,web_search,glob_pattern,0.266641398184797,web_search,web_search,web_search
sess_sim_20260522_046087-step_12,grep_search,read_file,grep_search,0.3684128108504621,read_file,read_file,read_file
sess_sim_20260522_028193-step_05,run_tests,run_tests,ask_user,0.31415835512086904,run_tests,run_tests,run_tests
sess_sim_20260522_017957-step_03,glob_pattern,read_file,list_directory,0.37336647265242934,list_directory,read_file,read_file
sess_sim_20260522_014543-step_04,edit_file,edit_file,write_file,0.2824619555896414,edit_file,edit_file,edit_file
