base,bias,class,support,baseline_f1,biased_f1,delta_f1,baseline_pred_count,biased_pred_count,delta_pred_count
stacker_final,read_only_0.5x,ask_user,393,0.5805555555555556,0.5805555555555556,0.0,327,327,0
stacker_final,read_only_0.5x,edit_file,1580,0.9229274611398963,0.9229274611398963,0.0,1508,1508,0
stacker_final,read_only_0.5x,glob_pattern,783,0.6186953597848016,0.6201760324983073,0.0014806727135057152,704,694,-10
stacker_final,read_only_0.5x,grep_search,1473,0.5771710276829731,0.5737265415549598,-0.003444486128013291,1164,1138,-26
stacker_final,read_only_0.5x,lint_or_typecheck,320,0.5795454545454546,0.5795454545454546,0.0,384,384,0
stacker_final,read_only_0.5x,list_directory,651,0.48881239242685026,0.48984329657574,0.001030904148889733,1092,1072,-20
stacker_final,read_only_0.5x,plan_task,370,0.6216216216216216,0.6216216216216216,0.0,370,370,0
stacker_final,read_only_0.5x,read_file,1284,0.5074868474301902,0.5136525524337159,0.0061657050035256455,1187,1243,56
stacker_final,read_only_0.5x,respond_only,734,0.9986357435197817,0.9986357435197817,0.0,732,732,0
stacker_final,read_only_0.5x,run_bash,689,0.7759882869692533,0.7759882869692533,0.0,677,677,0
stacker_final,read_only_0.5x,run_tests,653,0.744945567651633,0.744945567651633,0.0,633,633,0
stacker_final,read_only_0.5x,web_search,174,0.6197183098591549,0.6197183098591549,0.0,252,252,0
stacker_final,read_only_0.5x,write_file,199,0.9800995024875622,0.9800995024875622,0.0,203,203,0
stacker_final,read_only_1.5x,apply_patch,666,0.8630527817403709,0.8636688079942898,0.0006160262539188777,736,735,-1
stacker_final,read_only_1.5x,ask_user,393,0.5805555555555556,0.5813630041724618,0.0008074486169061812,327,326,-1
stacker_final,read_only_1.5x,edit_file,1580,0.9229274611398963,0.9235255994815295,0.0005981383416331365,1508,1506,-2
stacker_final,read_only_1.5x,glob_pattern,783,0.6186953597848016,0.6225895316804407,0.0038941718956391203,704,669,-35
stacker_final,read_only_1.5x,grep_search,1473,0.5771710276829731,0.5641838351822503,-0.012987192500722777,1164,1051,-113
stacker_final,read_only_1.5x,lint_or_typecheck,320,0.5795454545454546,0.5795454545454546,0.0,384,384,0
stacker_final,read_only_1.5x,list_directory,651,0.48881239242685026,0.4861356932153392,-0.0026766992115110355,1092,1044,-48
stacker_final,read_only_1.5x,plan_task,370,0.6216216216216216,0.6216216216216216,0.0,370,370,0
stacker_final,read_only_1.5x,read_file,1284,0.5074868474301902,0.525607476635514,0.018120629205323757,1187,1391,204
stacker_final,read_only_1.5x,respond_only,734,0.9986357435197817,0.9986357435197817,0.0,732,732,0
stacker_final,read_only_1.5x,run_bash,689,0.7759882869692533,0.7762289068231841,0.00024061985393086793,677,674,-3
stacker_final,read_only_1.5x,run_tests,653,0.744945567651633,0.7455252918287938,0.0005797241771607897,633,632,-1
stacker_final,read_only_1.5x,web_search,174,0.6197183098591549,0.6197183098591549,0.0,252,252,0
stacker_final,read_only_1.5x,write_file,199,0.9800995024875622,0.9800995024875622,0.0,203,203,0
stacker_final,grep_only_0.5x,apply_patch,666,0.8630527817403709,0.8638631503920171,0.0008103686516461872,736,737,1
stacker_final,grep_only_0.5x,ask_user,393,0.5805555555555556,0.5805555555555556,0.0,327,327,0
stacker_final,grep_only_0.5x,edit_file,1580,0.9229274611398963,0.9229274611398963,0.0,1508,1508,0
stacker_final,grep_only_0.5x,glob_pattern,783,0.6186953597848016,0.6183769282360831,-0.00031843154871846746,704,708,4
stacker_final,grep_only_0.5x,grep_search,1473,0.5771710276829731,0.571758368603309,-0.0054126590796641505,1164,1126,-38
stacker_final,grep_only_0.5x,lint_or_typecheck,320,0.5795454545454546,0.5795454545454546,0.0,384,384,0
stacker_final,grep_only_0.5x,list_directory,651,0.48881239242685026,0.48713550600343053,-0.0016768864234197323,1092,1098,6
stacker_final,grep_only_0.5x,plan_task,370,0.6216216216216216,0.6216216216216216,0.0,370,370,0
stacker_final,grep_only_0.5x,read_file,1284,0.5074868474301902,0.5118141770124149,0.004327329582224704,1187,1213,26
stacker_final,grep_only_0.5x,respond_only,734,0.9986357435197817,0.9986357435197817,0.0,732,732,0
stacker_final,grep_only_0.5x,run_bash,689,0.7759882869692533,0.7759882869692533,0.0,677,677,0
stacker_final,grep_only_0.5x,run_tests,653,0.744945567651633,0.744945567651633,0.0,633,633,0
stacker_final,grep_only_0.5x,web_search,174,0.6197183098591549,0.6182669789227166,-0.0014513309364382332,252,253,1
stacker_final,grep_only_0.5x,write_file,199,0.9800995024875622,0.9800995024875622,0.0,203,203,0
stacker_final,grep_only_1.5x,apply_patch,666,0.8630527817403709,0.8626334519572953,-0.00041932978307557267,736,739,3
stacker_final,grep_only_1.5x,ask_user,393,0.5805555555555556,0.5805555555555556,0.0,327,327,0
stacker_final,grep_only_1.5x,edit_file,1580,0.9229274611398963,0.9229773462783172,4.988513842085762e-05,1508,1510,2
stacker_final,grep_only_1.5x,glob_pattern,783,0.6186953597848016,0.6144658261446583,-0.004229533640143335,704,724,20
stacker_final,grep_only_1.5x,grep_search,1473,0.5771710276829731,0.5581021310816244,-0.019068896601348695,1164,1014,-150
stacker_final,grep_only_1.5x,lint_or_typecheck,320,0.5795454545454546,0.5787234042553191,-0.0008220502901354898,384,385,1
stacker_final,grep_only_1.5x,list_directory,651,0.48881239242685026,0.4868871151653364,-0.0019252772615138691,1092,1103,11
stacker_final,grep_only_1.5x,plan_task,370,0.6216216216216216,0.6216216216216216,0.0,370,370,0
stacker_final,grep_only_1.5x,read_file,1284,0.5074868474301902,0.5230530802014723,0.015566232771282107,1187,1297,110
stacker_final,grep_only_1.5x,respond_only,734,0.9986357435197817,0.9986357435197817,0.0,732,732,0
stacker_final,grep_only_1.5x,run_bash,689,0.7759882869692533,0.7759882869692533,0.0,677,677,0
stacker_final,grep_only_1.5x,run_tests,653,0.744945567651633,0.744945567651633,0.0,633,633,0
stacker_final,grep_only_1.5x,web_search,174,0.6197183098591549,0.6153846153846154,-0.004333694474539462,252,255,3
stacker_final,grep_only_1.5x,write_file,199,0.9800995024875622,0.9800995024875622,0.0,203,203,0
stacker_final,list_only_0.5x,apply_patch,666,0.8630527817403709,0.8630527817403709,0.0,736,736,0
stacker_final,list_only_0.5x,ask_user,393,0.5805555555555556,0.579750346740638,-0.0008052088149176351,327,328,1
stacker_final,list_only_0.5x,edit_file,1580,0.9229274611398963,0.9229274611398963,0.0,1508,1508,0
stacker_final,list_only_0.5x,glob_pattern,783,0.6186953597848016,0.6187919463087248,9.658652392319222e-05,704,707,3
stacker_final,list_only_0.5x,grep_search,1473,0.5771710276829731,0.5794251134644478,0.0022540857814746795,1164,1171,7
stacker_final,list_only_0.5x,lint_or_typecheck,320,0.5795454545454546,0.5795454545454546,0.0,384,384,0
stacker_final,list_only_0.5x,list_directory,651,0.48881239242685026,0.49058823529411766,0.0017758428672673965,1092,1049,-43
stacker_final,list_only_0.5x,plan_task,370,0.6216216216216216,0.6207827260458839,-0.0008388955757376859,370,371,1
stacker_final,list_only_0.5x,read_file,1284,0.5074868474301902,0.5107913669064749,0.0033045194762846286,1187,1218,31
stacker_final,list_only_0.5x,respond_only,734,0.9986357435197817,0.9986357435197817,0.0,732,732,0
stacker_final,list_only_0.5x,run_bash,689,0.7759882869692533,0.7759882869692533,0.0,677,677,0
stacker_final,list_only_0.5x,run_tests,653,0.744945567651633,0.744945567651633,0.0,633,633,0
stacker_final,list_only_0.5x,web_search,174,0.6197183098591549,0.6197183098591549,0.0,252,252,0
stacker_final,list_only_0.5x,write_file,199,0.9800995024875622,0.9800995024875622,0.0,203,203,0
stacker_final,list_only_1.5x,apply_patch,666,0.8630527817403709,0.8624376336421953,-0.0006151480981756441,736,737,1
stacker_final,list_only_1.5x,ask_user,393,0.5805555555555556,0.579750346740638,-0.0008052088149176351,327,328,1
stacker_final,list_only_1.5x,edit_file,1580,0.9229274611398963,0.9229274611398963,0.0,1508,1508,0
stacker_final,list_only_1.5x,glob_pattern,783,0.6186953597848016,0.6187919463087248,9.658652392319222e-05,704,707,3
stacker_final,list_only_1.5x,grep_search,1473,0.5771710276829731,0.5785310734463277,0.0013600457633545782,1164,1182,18
stacker_final,list_only_1.5x,lint_or_typecheck,320,0.5795454545454546,0.5795454545454546,0.0,384,384,0
stacker_final,list_only_1.5x,list_directory,651,0.48881239242685026,0.4839296543359612,-0.004882738090889072,1092,998,-94
stacker_final,list_only_1.5x,plan_task,370,0.6216216216216216,0.6199460916442049,-0.001675529977416712,370,372,2
stacker_final,list_only_1.5x,read_file,1284,0.5074868474301902,0.5130023640661938,0.005515516636003581,1187,1254,67
stacker_final,list_only_1.5x,respond_only,734,0.9986357435197817,0.9986357435197817,0.0,732,732,0
stacker_final,list_only_1.5x,run_bash,689,0.7759882869692533,0.7763157894736842,0.000327502504430921,677,679,2
stacker_final,list_only_1.5x,run_tests,653,0.744945567651633,0.744945567651633,0.0,633,633,0
stacker_final,list_only_1.5x,web_search,174,0.6197183098591549,0.6197183098591549,0.0,252,252,0
stacker_final,list_only_1.5x,write_file,199,0.9800995024875622,0.9800995024875622,0.0,203,203,0
blend4,mate_0.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,mate_0.5x,ask_user,393,0.6135135135135135,0.6126855600539811,-0.000827953459532349,347,348,1
blend4,mate_0.5x,edit_file,1580,0.9371761658031088,0.9368727743606345,-0.00030339144247426564,1508,1509,1
blend4,mate_0.5x,glob_pattern,783,0.6502808988764045,0.6492589978828511,-0.0010219009935533707,641,634,-7
blend4,mate_0.5x,grep_search,1473,0.6018590240123934,0.588094286855773,-0.01376473715662041,1109,1030,-79
blend4,mate_0.5x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,mate_0.5x,list_directory,651,0.4827586206896552,0.48670998227997636,0.003951361590321167,1089,1042,-47
blend4,mate_0.5x,plan_task,370,0.6702557200538358,0.6702557200538358,0.0,373,373,0
blend4,mate_0.5x,read_file,1284,0.5386078356789654,0.5484221980413493,0.009814362362383866,1345,1473,128
blend4,mate_0.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,mate_0.5x,run_bash,689,0.7973074046372476,0.7955223880597015,-0.0017850165775460392,648,651,3
blend4,mate_0.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,mate_0.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,mate_0.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,mate_1.0x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,mate_1.0x,ask_user,393,0.6135135135135135,0.6126855600539811,-0.000827953459532349,347,348,1
blend4,mate_1.0x,edit_file,1580,0.9371761658031088,0.9368727743606345,-0.00030339144247426564,1508,1509,1
blend4,mate_1.0x,glob_pattern,783,0.6502808988764045,0.6487252124645893,-0.0015556864118152491,641,629,-12
blend4,mate_1.0x,grep_search,1473,0.6018590240123934,0.5872305815372102,-0.014628442475183245,1109,986,-123
blend4,mate_1.0x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,mate_1.0x,list_directory,651,0.4827586206896552,0.4882175226586103,0.005458901968955099,1089,1004,-85
blend4,mate_1.0x,plan_task,370,0.6702557200538358,0.6684563758389261,-0.0017993442149096817,373,375,2
blend4,mate_1.0x,read_file,1284,0.5386078356789654,0.5573539760731879,0.01874614039422251,1345,1558,213
blend4,mate_1.0x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,mate_1.0x,run_bash,689,0.7973074046372476,0.7955223880597015,-0.0017850165775460392,648,651,3
blend4,mate_1.0x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,mate_1.0x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,mate_1.0x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,mate_1.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,mate_1.5x,ask_user,393,0.6135135135135135,0.6126855600539811,-0.000827953459532349,347,348,1
blend4,mate_1.5x,edit_file,1580,0.9371761658031088,0.9368727743606345,-0.00030339144247426564,1508,1509,1
blend4,mate_1.5x,glob_pattern,783,0.6502808988764045,0.6476462196861626,-0.002634679190241851,641,619,-22
blend4,mate_1.5x,grep_search,1473,0.6018590240123934,0.5800579230450972,-0.02180110096729626,1109,944,-165
blend4,mate_1.5x,lint_or_typecheck,320,0.5806451612903226,0.5797546012269938,-0.0008905600633287714,331,332,1
blend4,mate_1.5x,list_directory,651,0.4827586206896552,0.4769133459835547,-0.005845274706100467,1089,930,-159
blend4,mate_1.5x,plan_task,370,0.6702557200538358,0.6675603217158177,-0.002695398338018129,373,376,3
blend4,mate_1.5x,read_file,1284,0.5386078356789654,0.5623735670937289,0.023765731414763458,1345,1682,337
blend4,mate_1.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,mate_1.5x,run_bash,689,0.7973074046372476,0.7940298507462686,-0.003277553890978946,648,651,3
blend4,mate_1.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,mate_1.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,mate_1.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,read_only_0.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,read_only_0.5x,ask_user,393,0.6135135135135135,0.6135135135135135,0.0,347,347,0
blend4,read_only_0.5x,edit_file,1580,0.9371761658031088,0.9371761658031088,0.0,1508,1508,0
blend4,read_only_0.5x,glob_pattern,783,0.6502808988764045,0.6506364922206507,0.0003555933442461745,641,631,-10
blend4,read_only_0.5x,grep_search,1473,0.6018590240123934,0.5971786833855799,-0.0046803406268135506,1109,1079,-30
blend4,read_only_0.5x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,read_only_0.5x,list_directory,651,0.4827586206896552,0.4835164835164835,0.0007578628268283261,1089,1078,-11
blend4,read_only_0.5x,plan_task,370,0.6702557200538358,0.6702557200538358,0.0,373,373,0
blend4,read_only_0.5x,read_file,1284,0.5386078356789654,0.5395522388059701,0.0009444031270047226,1345,1396,51
blend4,read_only_0.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,read_only_0.5x,run_bash,689,0.7973074046372476,0.7973074046372476,0.0,648,648,0
blend4,read_only_0.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,read_only_0.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,read_only_0.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,read_only_1.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,read_only_1.5x,ask_user,393,0.6135135135135135,0.6143437077131259,0.0008301941996123885,347,346,-1
blend4,read_only_1.5x,edit_file,1580,0.9371761658031088,0.9371761658031088,0.0,1508,1508,0
blend4,read_only_1.5x,glob_pattern,783,0.6502808988764045,0.6485325697924124,-0.0017483290839921395,641,614,-27
blend4,read_only_1.5x,grep_search,1473,0.6018590240123934,0.5860540104796453,-0.015805013532748102,1109,1008,-101
blend4,read_only_1.5x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,read_only_1.5x,list_directory,651,0.4827586206896552,0.48406139315230223,0.0013027724626470394,1089,1043,-46
blend4,read_only_1.5x,plan_task,370,0.6702557200538358,0.6702557200538358,0.0,373,373,0
blend4,read_only_1.5x,read_file,1284,0.5386078356789654,0.5490196078431373,0.010411772164171884,1345,1521,176
blend4,read_only_1.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,read_only_1.5x,run_bash,689,0.7973074046372476,0.7964071856287425,-0.0009002190085051209,648,647,-1
blend4,read_only_1.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,read_only_1.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,read_only_1.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,grep_only_0.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,grep_only_0.5x,ask_user,393,0.6135135135135135,0.6126855600539811,-0.000827953459532349,347,348,1
blend4,grep_only_0.5x,edit_file,1580,0.9371761658031088,0.9368727743606345,-0.00030339144247426564,1508,1509,1
blend4,grep_only_0.5x,glob_pattern,783,0.6502808988764045,0.6484593837535014,-0.0018215151229030724,641,645,4
blend4,grep_only_0.5x,grep_search,1473,0.6018590240123934,0.5956777996070727,-0.006181224405320762,1109,1072,-37
blend4,grep_only_0.5x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,grep_only_0.5x,list_directory,651,0.4827586206896552,0.48248133256748993,-0.00027728812216526455,1089,1090,1
blend4,grep_only_0.5x,plan_task,370,0.6702557200538358,0.6702557200538358,0.0,373,373,0
blend4,grep_only_0.5x,read_file,1284,0.5386078356789654,0.5400526513726965,0.0014448156937311163,1345,1375,30
blend4,grep_only_0.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,grep_only_0.5x,run_bash,689,0.7973074046372476,0.7973074046372476,0.0,648,648,0
blend4,grep_only_0.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,grep_only_0.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,grep_only_0.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,grep_only_1.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,grep_only_1.5x,ask_user,393,0.6135135135135135,0.6110363391655451,-0.0024771743479683472,347,350,3
blend4,grep_only_1.5x,edit_file,1580,0.9371761658031088,0.9368727743606345,-0.00030339144247426564,1508,1509,1
blend4,grep_only_1.5x,glob_pattern,783,0.6502808988764045,0.6489510489510489,-0.001329849925355564,641,647,6
blend4,grep_only_1.5x,grep_search,1473,0.6018590240123934,0.5846153846153846,-0.017243639397008792,1109,997,-112
blend4,grep_only_1.5x,lint_or_typecheck,320,0.5806451612903226,0.5797546012269938,-0.0008905600633287714,331,332,1
blend4,grep_only_1.5x,list_directory,651,0.4827586206896552,0.48307515777395293,0.0003165370842977411,1089,1092,3
blend4,grep_only_1.5x,plan_task,370,0.6702557200538358,0.6702557200538358,0.0,373,373,0
blend4,grep_only_1.5x,read_file,1284,0.5386078356789654,0.5449211587825449,0.00631332310357946,1345,1443,98
blend4,grep_only_1.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,grep_only_1.5x,run_bash,689,0.7973074046372476,0.7973074046372476,0.0,648,648,0
blend4,grep_only_1.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,grep_only_1.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,grep_only_1.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,list_only_0.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,list_only_0.5x,ask_user,393,0.6135135135135135,0.6135135135135135,0.0,347,347,0
blend4,list_only_0.5x,edit_file,1580,0.9371761658031088,0.9371761658031088,0.0,1508,1508,0
blend4,list_only_0.5x,glob_pattern,783,0.6502808988764045,0.6502808988764045,0.0,641,641,0
blend4,list_only_0.5x,grep_search,1473,0.6018590240123934,0.6024748646558391,0.0006158406434456642,1109,1113,4
blend4,list_only_0.5x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,list_only_0.5x,list_directory,651,0.4827586206896552,0.4859484777517564,0.003189857062101231,1089,1057,-32
blend4,list_only_0.5x,plan_task,370,0.6702557200538358,0.6702557200538358,0.0,373,373,0
blend4,list_only_0.5x,read_file,1284,0.5386078356789654,0.5410700828937453,0.0024622472147798335,1345,1370,25
blend4,list_only_0.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,list_only_0.5x,run_bash,689,0.7973074046372476,0.7955223880597015,-0.0017850165775460392,648,651,3
blend4,list_only_0.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,list_only_0.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,list_only_0.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4,list_only_1.5x,apply_patch,666,0.8703047484053863,0.8703047484053863,0.0,745,745,0
blend4,list_only_1.5x,ask_user,393,0.6135135135135135,0.6135135135135135,0.0,347,347,0
blend4,list_only_1.5x,edit_file,1580,0.9371761658031088,0.9371761658031088,0.0,1508,1508,0
blend4,list_only_1.5x,glob_pattern,783,0.6502808988764045,0.6502808988764045,0.0,641,641,0
blend4,list_only_1.5x,grep_search,1473,0.6018590240123934,0.6030150753768844,0.0011560513644909287,1109,1114,5
blend4,list_only_1.5x,lint_or_typecheck,320,0.5806451612903226,0.5806451612903226,0.0,331,331,0
blend4,list_only_1.5x,list_directory,651,0.4827586206896552,0.48851269649334944,0.005754075803694247,1089,1003,-86
blend4,list_only_1.5x,plan_task,370,0.6702557200538358,0.6675603217158177,-0.002695398338018129,373,376,3
blend4,list_only_1.5x,read_file,1284,0.5386078356789654,0.5470022205773502,0.008394384898384732,1345,1418,73
blend4,list_only_1.5x,respond_only,734,0.9993192648059904,0.9993192648059904,0.0,735,735,0
blend4,list_only_1.5x,run_bash,689,0.7973074046372476,0.7943368107302533,-0.002970593906994279,648,653,5
blend4,list_only_1.5x,run_tests,653,0.7691154422788605,0.7691154422788605,0.0,681,681,0
blend4,list_only_1.5x,web_search,174,0.6169665809768637,0.6169665809768637,0.0,215,215,0
blend4,list_only_1.5x,write_file,199,0.9875311720698254,0.9875311720698254,0.0,202,202,0
blend4_soft_au_a0.9,mate_0.5x,apply_patch,666,0.8887293610911702,0.889367816091954,0.0006384550007838552,727,726,-1
blend4_soft_au_a0.9,mate_0.5x,ask_user,393,0.6234817813765182,0.6226415094339622,-0.0008402719425559813,348,349,1
blend4_soft_au_a0.9,mate_0.5x,edit_file,1580,0.9426546391752577,0.9420476497102382,-0.0006069894650194696,1524,1526,2
blend4_soft_au_a0.9,mate_0.5x,glob_pattern,783,0.6605504587155964,0.6600425833924769,-0.0005078753231194666,634,626,-8
blend4_soft_au_a0.9,mate_0.5x,grep_search,1473,0.6174548250672818,0.6065182829888712,-0.01093654207841055,1128,1043,-85
blend4_soft_au_a0.9,mate_0.5x,lint_or_typecheck,320,0.609642301710731,0.609642301710731,0.0,323,323,0
blend4_soft_au_a0.9,mate_0.5x,list_directory,651,0.5158924205378973,0.5146053449347421,-0.0012870756031552189,985,958,-27
