last2_action,last_action,n_rows,n_sessions,top_action,purity,last1_only_purity,lift
read_file,run_tests,172,165,grep_search,0.25,0.24464831804281345,0.005351681957186549
edit_file,lint_or_typecheck,645,598,apply_patch,0.25426356589147286,0.2490079365079365,0.005255629383536353
run_bash,apply_patch,102,100,apply_patch,0.17647058823529413,0.1713832918270319,0.005087296408262221
glob_pattern,grep_search,1025,921,edit_file,0.22048780487804878,0.2194007649808755,0.001087039897173292
none,none,9000,9000,list_directory,0.202,0.202,0.0
list_directory,run_bash,128,128,run_bash,0.203125,0.2038774233896185,-0.0007524233896185062
list_directory,list_directory,360,319,read_file,0.25,0.2507695950745915,-0.0007695950745915114
none,web_search,111,111,read_file,0.1891891891891892,0.19023569023569023,-0.0010465010465010305
none,write_file,701,701,edit_file,0.40228245363766046,0.40387275242047027,-0.001590298782809807
glob_pattern,web_search,75,74,respond_only,0.18666666666666668,0.19023569023569023,-0.003569023569023555
ask_user,list_directory,232,232,read_file,0.24568965517241378,0.2507695950745915,-0.005079939902177727
lint_or_typecheck,list_directory,41,41,grep_search,0.24390243902439024,0.2507695950745915,-0.006867156050201273
glob_pattern,glob_pattern,809,663,grep_search,0.2126081582200247,0.22186430440910007,-0.00925614618907536
ask_user,edit_file,297,294,run_tests,0.21885521885521886,0.23013182674199623,-0.011276607886777368
web_search,grep_search,175,171,edit_file,0.2057142857142857,0.2194007649808755,-0.01368647926658978
plan_task,glob_pattern,194,191,read_file,0.20618556701030927,0.22186430440910007,-0.015678737398790804
grep_search,edit_file,1952,1792,run_tests,0.21311475409836064,0.23013182674199623,-0.017017072643635583
run_bash,list_directory,335,332,read_file,0.2298507462686567,0.2507695950745915,-0.02091884880593481
glob_pattern,edit_file,602,583,run_tests,0.2059800664451827,0.23013182674199623,-0.024151760296813513
ask_user,read_file,309,306,edit_file,0.26537216828478966,0.2899741195003938,-0.024601951215604156
glob_pattern,read_file,739,716,edit_file,0.2638700947225981,0.2899741195003938,-0.02610402477779572
plan_task,web_search,122,113,read_file,0.16393442622950818,0.19023569023569023,-0.026301264006182046
ask_user,write_file,53,53,edit_file,0.37735849056603776,0.40387275242047027,-0.026514261854432508
lint_or_typecheck,edit_file,392,368,run_tests,0.20153061224489796,0.23013182674199623,-0.028601214497098265
edit_file,run_bash,636,602,grep_search,0.17138364779874213,0.2038774233896185,-0.03249377559087638
edit_file,read_file,616,603,apply_patch,0.2564935064935065,0.2899741195003938,-0.033480613006887316
run_bash,run_tests,173,172,edit_file,0.20809248554913296,0.24464831804281345,-0.036555832493680496
run_bash,write_file,101,101,edit_file,0.36633663366336633,0.40387275242047027,-0.03753611875710394
apply_patch,run_tests,591,542,respond_only,0.20642978003384094,0.24464831804281345,-0.038218538008972514
apply_patch,edit_file,127,127,edit_file,0.1889763779527559,0.23013182674199623,-0.04115544878924032
ask_user,apply_patch,47,47,respond_only,0.1276595744680851,0.1713832918270319,-0.04372371735894681
run_tests,lint_or_typecheck,132,128,apply_patch,0.20454545454545456,0.2490079365079365,-0.04446248196248195
apply_patch,list_directory,83,80,apply_patch,0.20481927710843373,0.2507695950745915,-0.04595031796615778
web_search,edit_file,205,199,run_tests,0.15121951219512195,0.23013182674199623,-0.07891231454687428
